Tên địa điểm,Mô tả,Tỉnh thành,Thể loại,Link google map,ID Ảnh URL địa điểm
Bãi Xép,Bãi biển hoang sơ với bãi cát vàng óng và triền cỏ xanh mướt trải dài. Nơi đây từng là bối cảnh trong phim 'Tôi thấy hoa vàng trên cỏ xanh'.,Phú Yên,"Biển, Thiên nhiên, Điểm chụp ảnh đẹp, Picnic",https://maps.app.goo.gl/S8Hfxz7zDKcAuisJ7,12WqdP2V_8j4V3wO_N5k2HCiVXBBzvLcx
Mũi Điện (Mũi Đại Lãnh),"Điểm đón bình minh đầu tiên trên đất liền Việt Nam, với hải đăng cổ kính và khung cảnh biển xanh bao la.",Phú Yên,"Danh lam thắng cảnh, Biển, Điểm ngắm cảnh tự nhiên, Điểm chụp ảnh đẹp",https://maps.app.goo.gl/yjDYV91F8MincLGc7,1Iqe_PHDTNrukWhWFtwLqdWGrzO6ow8B2
Hải đăng Đại Lãnh,"Ngọn hải đăng cổ kính giữa thiên nhiên hùng vĩ, nơi có tầm nhìn tuyệt đẹp ra đại dương.",Phú Yên,"Công trình kiến trúc, Điểm ngắm cảnh tự nhiên, Địa điểm nổi tiếng",https://maps.app.goo.gl/Nv55GzTTEav2amzn7,1lR5lP1xz4RvJZVDWTvEbtC7CrjPyKWQ4
Bãi Môn,"Bãi biển hoang sơ, nước trong xanh, cát mịn, lý tưởng để dã ngoại và cắm trại.",Phú Yên,"Biển, Picnic, Cắm trại, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/yostGYDue8rdTqTr6,1DglFk599S4sT6ROwltgzP13uVo5mFihv
Đầm Ô Loan,"Đầm nước lợ nổi tiếng với hải sản tươi ngon, đặc biệt là sò huyết.",Phú Yên,"Thiên nhiên, Ẩm thực, Điểm ngắm cảnh tự nhiên",https://maps.app.goo.gl/NgYiJT4PbnWTQQreA,1CltkDzWRL4LaB2qdc7gy1PQOy9R_F_RK
Vịnh Xuân Đài,"Vịnh biển đẹp với nhiều đảo nhỏ, nước biển xanh biếc và không khí trong lành.",Phú Yên,"Thiên nhiên, Điểm ngắm cảnh tự nhiên, Chèo thuyền",https://maps.app.goo.gl/iWy3CMdykVQ1SNpm7,1pkYdSf2LTS8bpSD5W7--25pUvNYhqU8P
Cầu gỗ Ông Cọp,"Cây cầu gỗ dài nhất Việt Nam, nơi lý tưởng để check-in và tận hưởng phong cảnh thanh bình.",Phú Yên,"Cầu, Điểm chụp ảnh đẹp, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/vLRxZjfq4AUx7XQR9,1FPSaec6vq4GETm7fW5PXGV4ExfCm78Lr
Tháp Nhạn,"Di tích kiến trúc Chăm cổ kính nằm trên đỉnh núi, biểu tượng văn hóa của Phú Yên.",Phú Yên,"Di tích lịch sử, Công trình kiến trúc, Điểm ngắm cảnh tự nhiên",https://maps.app.goo.gl/tcHCZnHB8dsimbmh7,1lUP1iqiQzSBhVh2NF8Cyr4G3smWEGzQq
Chùa Thanh Lương,"Ngôi chùa độc đáo được xây dựng từ san hô và gáo dừa, thu hút nhiều du khách.",Phú Yên,"Chùa, Công trình kiến trúc, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/ET6W4aSZG8ftPfVt9,1ewDn61969accyzwXXhE6ui6rEdvm_lJr
Đập Đồng Cam,Công trình thủy lợi lớn với kiến trúc ấn tượng và cảnh quan xung quanh hữu tình.,Phú Yên,"Công trình kiến trúc, Điểm ngắm cảnh tự nhiên, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/fCWPY3R4N7exEpoa9,1Zx8wYdCDXutRFc9gSDV5Pg6VJ1HVKCLE
Suối nước nóng Triêm Đức,"Suối nước nóng tự nhiên giữa rừng xanh, nơi thư giãn lý tưởng.",Phú Yên,"Thiên nhiên, Picnic, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/Kt3fhxWFQrZvRMuGA,1Ku4TGusCVLkAiAsImESKeeZ8cHQtTt0I
Đảo Hòn Chùa,"Hòn đảo nhỏ với bãi biển đẹp và hệ sinh thái đa dạng, phù hợp cho cắm trại.",Phú Yên,"Đảo, Thiên nhiên, Cắm trại, Chèo thuyền",https://maps.app.goo.gl/ypYkjERR4Nu8PeFw8,1z4mwg6V_gxamcou4z6XebnGHXTLvxJe0
Hòn Nưa,"Đảo hoang sơ nằm giữa ranh giới Phú Yên và Khánh Hòa, lý tưởng để dã ngoại.",Phú Yên,"Đảo, Thiên nhiên, Cắm trại, Picnic",https://maps.app.goo.gl/PUmrsa324NKYG3qy8,1z2q-u--uI-1gZAYMpjIukjF_g1Q0HL6J
Đầm Cù Mông,Vùng đầm phá rộng lớn với cảnh quan yên bình và cuộc sống làng chài đặc trưng.,Phú Yên,"Thiên nhiên, Điểm ngắm cảnh tự nhiên, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/4ikaQDEcD7bqQ98d6,1CDb_q6hTJcbc6Uik9i-nU63FLfktNzEl
Núi Chóp Chài,"Ngọn núi biểu tượng của thành phố Tuy Hòa, là điểm trekking yêu thích.",Phú Yên,"Núi, Đi bộ đường dài, Điểm ngắm cảnh tự nhiên",https://maps.app.goo.gl/GThRj43BGWX9RGSn6,1F16-r2J592sFRLrO0tZhVKDm3bf53fAi
Nhà thờ Mằng Lăng,"Nhà thờ cổ hơn 120 năm tuổi, lưu giữ bản in chữ quốc ngữ đầu tiên của Việt Nam.",Phú Yên,"Nhà thờ, Di tích lịch sử, Công trình kiến trúc",https://maps.app.goo.gl/18MK7WyrXWqeCWpt5,17tYgvNTMkdAzEXCOGowfUp8bVHFBkEsq
Vịnh Vũng Rô,Vịnh biển lịch sử với nhiều di tích và cảnh quan thiên nhiên hoang sơ.,Phú Yên,"Danh lam thắng cảnh, Biển, Thiên nhiên, Di tích lịch sử",https://maps.app.goo.gl/ya1agF37oeTfjd8G6,1uIijtAwGn0WIO9jdAuDS71a0c7kYVQ0S
Hòn Yến,"Quần thể đảo với rạn san hô và cảnh quan hoang sơ, lý tưởng cho lặn biển và chụp ảnh.",Phú Yên,"Biển, Địa điểm chụp ảnh đẹp, Điểm ngắm cảnh tự nhiên, Công viên",https://maps.app.goo.gl/bFxMqKsCM6MgGniT6,1XPsibXOES0rVeertE2LDUm-z0R-pVcqq
Bãi Gốc,"Bãi biển yên tĩnh, ít người biết đến, phù hợp cho những ai tìm kiếm sự bình yên.",Phú Yên,"Biển, Địa điểm tham quan miễn phí, Picnic",https://maps.app.goo.gl/gk7QrYsJP6cqBE3M6,18Kx1uP0ZDVv5yqFs5Xm1FXPjc88Xc2EM
Bãi Tiên,Bãi biển nhỏ với cát trắng mịn và nước biển trong xanh.,Phú Yên,"Biển, Điểm chụp ảnh đẹp",https://maps.app.goo.gl/VJBUYZntCds2MZaWA,1JgjqSpAMT5t7EbI1kraWCv_eOsTURmp4
Bãi Tràm,"Bãi biển hoang sơ, ít du khách, thích hợp cho kỳ nghỉ yên bình.",Phú Yên,"Biển, Địa điểm tham quan miễn phí, Cắm trại",https://maps.app.goo.gl/b3Y9mqoHuovKEKRg9,1KZWlL1WB1oHx9VBdgPp4RWliH57gyrsz
Bãi Từ Nham,Bãi biển dài với cát trắng và hàng dừa xanh mát.,Phú Yên,"Biển, Địa điểm tham quan miễn phí, Thiên nhiên",https://maps.app.goo.gl/meHTeu9Y8TA8fwZb8,1-yxTimtWMHgUFJNmcGZWHxB6ndfGAh_4
Bãi Bàng,"Bãi biển nhỏ, yên tĩnh, phù hợp cho dã ngoại và thư giãn.",Phú Yên,"Biển, Picnic, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/bG2csRNncT4VusEo8,1Xh8KnEaJPYUcbZuJyUcUK5DyG_fsTGpi
Bãi Long Thủy,"Bãi biển gần thành phố Tuy Hòa, thuận tiện cho du khách.",Phú Yên,"Biển, Thiên nhiên, Khu vui chơi",https://maps.app.goo.gl/r2KoYwHi3dwWsTXp9,1RYAFYS4ThnesmTmSaMOQwLlt15WLeFGp
Bãi biển Phú Thường - Gành Yến,"Bãi biển hoang sơ, ít người biết đến, phù hợp cho kỳ nghỉ yên tĩnh.",Phú Yên,"Biển, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/fXmc7rXEnAN3AKLt6,1kfoI4a_u5d27rjAiWkLcl7uDNtlXzqIY
Bãi Tuy Hòa,"Bãi biển trung tâm thành phố, thuận tiện cho du khách.",Phú Yên,"Biển, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/qAz5EVm8R6Nae9Z89,1L7hwTn676XoO9VQsIgn6hdmNfsoW5Vsm
Tháp Nghinh Phong,"Biểu tượng mới của thành phố Tuy Hòa, với kiến trúc độc đáo.",Phú Yên,"Công trình kiến trúc, Tượng đài, Địa điểm chụp ảnh đẹp",https://maps.app.goo.gl/JbNu3kdmvp7tiniz8,1Tjj5-ip2JVo1BZA-jL5Ik40c34QHfwJx
Chùa Bảo Lâm,Ngôi chùa cổ kính với kiến trúc truyền thống và không gian yên bình.,Phú Yên,"Chùa, Đền, Điểm tham quan miễn phí",https://maps.app.goo.gl/qQK1Uns26deaKKwy6,1bK56SFVqC646_D6xYnAFAcbR2YBbbnXn
Chùa Hương Tích,"Chùa nằm trên núi, có cảnh quan đẹp và không khí trong lành.",Phú Yên,"Chùa, Đền, Thiên nhiên, Điểm ngắm cảnh tự nhiên",https://maps.app.goo.gl/hYBRySkAs8LbX6Wb7,18KV9kUFNLuHj408UrZ7FLeNY1etBkhGM
Làng nghề làm muối Tuyết Diêm,Làng nghề sản xuất muối truyền thống với quy trình độc đáo.,Phú Yên,"Làng nghề truyền thống, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/W7mSAtTD4oMEVoav9,1WHOThtww4zjFBQXKnEQ2ohI6QQPp743_
Cao nguyên Vân Hòa,"Nơi có khí hậu mát mẻ quanh năm, thích hợp cho nghỉ dưỡng và khám phá.",Phú Yên,"Núi, Đi bộ đường dài, Đi xe đạp tham quan, Du lịch sinh thái",https://maps.app.goo.gl/by4dLP12VDBKYvri7,1doOaiKva-isGBfkK_lfVhV4MiQ6BnBNB
Suối Lạnh,"Suối nước mát lạnh, thích hợp cho dã ngoại và tắm suối.",Phú Yên,"Suối, Cắm trại, Đi bộ đường dài",https://maps.app.goo.gl/fcDqKwE6D2mQ2E3V7,19SDBZ3UBob0Ah1bB61lm1o1lQCmr7FUR
Hồ Hóc Răm,"Hồ nước tự nhiên với cảnh quan yên bình, thích hợp cho câu cá và dã ngoại.",Phú Yên,"Hồ, Cắm trại, Picnic, Đi bộ đường dài",https://maps.app.goo.gl/JcAdCP25mUebGgqk9,1YIFhtWcX0ISLzRwts1dPKMsv3xtOaNjn
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
